Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
513,Brandon Williams\5e74d6c8,eng ENG,DF,Manchester Utd,19,2000,2.1,0,0,0,3,3,0,1,9,1,0,0,0,13,0,1,0.0,Matches
514,Neco Williams\dd323728,wls WAL,DF,Liverpool,19,2001,2.8,1,0,0,4,6,0,11,5,5,0,1,0,24,3,3,50.0,Matches
515,Rhys Williams\012c975a,eng ENG,DF,Liverpool,19,2001,7.3,0,0,0,4,3,0,0,8,2,0,0,0,76,32,7,82.1,Matches
516,Willian\8b9ebd03,br BRA,FWMF,Arsenal,31,1988,15.6,0,0,0,9,27,4,44,12,6,0,0,0,84,6,16,27.3,Matches
517,Joe Willock\a3b03921,eng ENG,MF,Arsenal,20,1999,2.6,1,0,0,5,4,1,5,5,4,0,0,0,21,7,5,58.3,Matches
518,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,20,1999,10.9,0,0,0,15,23,0,10,32,25,1,1,0,80,13,25,34.2,Matches
519,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,28,1992,23.2,2,0,0,47,48,23,13,3,10,2,0,0,87,39,127,23.5,Matches
520,Harry Winks\2f7acede,eng ENG,MF,Tottenham,24,1996,9.6,5,0,0,12,14,0,2,16,14,0,0,0,102,8,6,57.1,Matches
521,Chris Wood\4e9a0555,nz NZL,FW,Burnley,28,1991,30.5,0,0,0,42,33,25,4,5,11,1,0,0,101,168,215,43.9,Matches
522,Granit Xhaka\e61b8aee,ch SUI,MFDF,Arsenal,27,1992,28.0,7,1,0,47,43,1,6,25,37,0,0,0,317,46,33,58.2,Matches
523,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,30,1989,4.2,3,0,0,9,7,5,11,3,4,0,0,0,29,3,3,50.0,Matches
524,DeAndre Yedlin\ae0a7ddf,us USA,DF,Newcastle Utd,27,1993,4.8,0,0,0,5,5,1,8,3,6,0,0,0,28,4,3,57.1,Matches
525,Okay Yokuşlu\e49ce451,tr TUR,MF,West Brom,26,1994,14.6,4,0,0,34,33,0,3,42,33,0,2,0,203,41,20,67.2,Matches
526,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,27,1992,29.0,6,0,0,42,98,22,51,27,24,1,0,0,140,10,39,20.4,Matches
527,Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MF,Fulham,24,1995,28.7,6,0,0,50,45,0,13,55,53,0,0,0,330,55,38,59.1,Matches
528,Andi Zeqiri\d01231f0,ch SUI,FWDF,Brighton,21,1999,1.9,0,0,0,2,3,0,5,0,3,0,0,0,12,2,5,28.6,Matches
529,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,23,1996,16.4,0,0,0,8,7,1,17,20,13,0,0,0,153,24,14,63.2,Matches
530,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,27,1993,13.0,3,0,0,23,20,4,42,10,7,0,0,0,94,3,22,12.0,Matches
531,Kurt Zouma\ce4246f5,fr FRA,DF,Chelsea,25,1994,22.5,3,0,0,21,8,0,0,26,13,0,0,0,210,97,34,74.0,Matches
532,Martin Ødegaard\79300479,no NOR,MF,Arsenal,21,1998,9.6,0,0,0,4,13,1,12,5,5,0,0,0,56,1,14,6.7,Matches
