Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
338,Joel Mumbongo\f8e588df,se SWE,FW,Burnley,21,1999,0.4,1,0,0,2,1,1,0,0,0,0,0,0,1,0,3,0.0,Matches
339,Jacob Murphy\de112b84,eng ENG,DFMF,Newcastle Utd,25,1995,18.1,3,0,0,26,31,2,38,20,35,0,0,0,108,5,19,20.8,Matches
340,Shkodran Mustafi\3f2d59fe,de GER,DF,Arsenal,28,1992,0.5,0,0,0,1,0,0,0,0,1,0,0,0,5,2,0,100.0,Matches
341,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,26,1994,8.3,3,0,0,8,12,0,1,11,14,0,0,0,68,8,8,50.0,Matches
342,Iliman Ndiaye\5ed97752,sn SEN,MF,Sheffield Utd,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
343,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,23,1996,24.2,6,0,0,59,20,0,3,62,73,0,1,0,300,51,35,59.3,Matches
344,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,23,1996,23.2,3,0,0,33,83,0,8,30,32,0,0,0,206,14,19,42.4,Matches
345,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,20,1999,0.8,0,0,0,2,1,0,4,1,0,0,0,0,4,0,0,,Matches
346,Pedro Neto\7ba2eaa9,pt POR,FWMF,Wolves,20,2000,28.3,4,0,0,31,53,4,127,29,18,0,0,0,151,20,39,33.9,Matches
347,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,23,1997,29.7,8,0,0,58,19,0,17,46,66,0,0,0,329,27,22,55.1,Matches
348,Eddie Nketiah\a53649b7,eng ENG,FW,Arsenal,21,1999,4.7,0,0,0,11,12,0,4,1,3,0,0,0,12,3,18,14.3,Matches
349,Niels Nkounkou\f5b281e7,fr FRA,DFFW,Everton,19,2000,0.9,1,0,0,1,0,0,2,0,0,0,0,0,4,0,0,,Matches
350,Dan Nlundulu\30040f5d,eng ENG,FW,Southampton,21,1999,1.2,0,0,0,6,0,1,0,0,0,0,0,0,6,6,5,54.5,Matches
351,Mark Noble\ff527768,eng ENG,MF,West Ham,33,1987,7.9,1,0,0,12,11,1,4,11,5,0,0,0,77,7,2,77.8,Matches
352,Will Norris\c73ada83,eng ENG,GK,Burnley,26,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
353,Oliver Norwood\43439614,nir NIR,MF,Sheffield Utd,29,1991,24.7,6,0,0,47,13,0,40,40,29,0,0,0,263,17,23,42.5,Matches
354,Jack O'Connell\312626c1,eng ENG,DF,Sheffield Utd,26,1994,2.0,0,0,0,1,0,1,1,0,1,0,0,0,21,5,10,33.3,Matches
355,Dara O'Shea\1d042188,ie IRL,DF,West Brom,21,1999,23.4,3,0,0,17,18,0,8,39,30,0,1,0,213,72,42,63.2,Matches
356,Michael Obafemi\caa1a7f0,ie IRL,FW,Southampton,20,2000,0.7,0,0,0,1,3,0,1,1,1,0,0,0,3,0,3,0.0,Matches
357,Denis Odoi\f7750aa0,gh GHA,DF,Fulham,32,1988,3.0,1,0,0,8,5,1,4,1,0,0,0,0,35,7,6,53.8,Matches
358,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,32,1988,27.7,5,0,0,30,11,1,3,27,20,0,0,0,227,77,36,68.1,Matches
359,Robin Olsen\e7ee38c3,se SWE,GK,Everton,30,1990,7.0,1,0,0,0,1,0,0,0,0,0,0,0,22,0,0,,Matches
360,Josh Onomah\6612cd8c,eng ENG,MF,Fulham,23,1997,4.2,1,0,0,16,0,0,1,3,5,0,0,0,34,4,7,36.4,Matches
361,Divock Origi\43a166b4,be BEL,FW,Liverpool,25,1995,2.1,0,0,0,0,2,0,3,1,4,0,0,0,15,3,8,27.3,Matches
362,Ben Osborn\79bc4c45,eng ENG,MFDF,Sheffield Utd,25,1994,17.8,1,0,0,16,17,4,46,16,16,0,0,0,150,13,22,37.1,Matches
363,Owen Otasowie\6956ff08,us USA,MFFW,Wolves,19,2001,2.1,1,0,0,4,7,0,0,3,5,0,0,0,18,8,8,50.0,Matches
364,Alex Oxlade-Chamberlain\38c7feef,eng ENG,FWMF,Liverpool,26,1993,2.8,0,0,0,2,1,0,1,1,1,0,0,0,33,2,4,33.3,Matches
365,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,25,1994,1.0,0,0,0,3,0,0,1,1,2,0,0,0,11,3,0,100.0,Matches
366,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,27,1993,17.0,5,0,0,24,23,0,2,26,30,0,0,0,198,22,21,51.2,Matches
367,Rui Patrício\79b0d6a0,pt POR,GK,Wolves,32,1988,37.0,1,0,0,0,1,0,0,0,0,0,0,0,143,0,0,,Matches
368,Bailey Peacock-Farrell\4879f8cb,nir NIR,GK,Burnley,23,1996,4.0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,,Matches
369,Lee Peltier\af341b88,eng ENG,DF,West Brom,33,1986,2.5,1,0,0,6,0,0,2,2,7,0,0,0,16,6,2,75.0,Matches
370,Nicolas Pépé\57e3f0c7,ci CIV,FW,Arsenal,25,1995,18.0,1,1,0,16,34,4,35,18,16,0,0,0,103,35,32,52.2,Matches
371,Matheus Pereira\b04ee927,pt POR,MFFW,West Brom,24,1996,28.6,2,1,0,46,57,14,58,29,20,1,0,0,204,15,50,23.1,Matches
372,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,26,1993,10.7,3,0,0,18,11,1,15,16,18,0,0,0,88,11,13,45.8,Matches
373,Ayoze Pérez\819aa8e7,es ESP,MFFW,Leicester City,27,1993,14.8,2,0,0,38,31,7,18,19,15,0,0,0,94,9,41,18.0,Matches
374,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,24,1995,27.0,10,0,0,63,36,0,25,49,44,0,0,0,325,31,35,47.0,Matches
375,Matt Phillips\7bb5f40e,sct SCO,MFFW,West Brom,29,1991,20.3,1,0,0,30,10,8,52,19,14,0,0,0,150,15,46,24.6,Matches
376,Nathaniel Phillips\515ebe8d,eng ENG,DF,Liverpool,23,1997,16.2,2,0,0,26,12,0,2,29,12,0,0,0,184,103,39,72.5,Matches
377,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,18,2002,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,Matches
378,Jordan Pickford\4806ec67,eng ENG,GK,Everton,26,1994,30.5,1,0,0,1,4,0,0,0,0,0,1,0,160,0,0,,Matches
379,Erik Pieters\1ef37668,nl NED,DFMF,Burnley,31,1988,14.1,1,0,0,33,23,1,15,10,27,1,0,1,129,20,12,62.5,Matches
380,Daniel Podence\7fcc71d8,pt POR,MFFW,Wolves,24,1995,18.5,3,0,0,15,34,5,28,15,7,0,0,0,113,8,21,27.6,Matches
381,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,27,1993,21.1,3,0,0,51,55,4,24,25,26,2,2,0,210,55,38,59.1,Matches
382,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,28,1992,32.0,1,0,0,2,5,0,0,1,0,0,2,0,164,0,1,0.0,Matches
383,Dennis Praet\86695068,be BEL,MFFW,Leicester City,26,1994,8.0,0,0,0,15,4,0,18,9,7,0,0,0,62,5,11,31.3,Matches
384,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,28,1991,2.4,0,0,0,1,0,0,2,2,5,0,0,0,12,3,4,42.9,Matches
385,Christian Pulisic\1bf33a9a,us USA,FWMF,Chelsea,21,1998,19.3,2,0,0,18,44,5,31,9,17,0,0,0,120,21,48,30.4,Matches
386,Aaron Ramsdale\466fb2c5,eng ENG,GK,Sheffield Utd,22,1998,38.0,1,0,0,1,7,0,0,0,0,0,1,0,183,0,0,,Matches
387,Jacob Ramsey\1544f145,eng ENG,MFFW,Aston Villa,19,2001,7.0,0,0,0,18,12,2,7,6,7,0,0,0,54,5,17,22.7,Matches
388,Kayne Ramsey\dc31b84c,eng ENG,DF,Southampton,19,2000,1.0,1,0,0,1,0,0,0,1,3,0,0,0,6,1,1,50.0,Matches
389,Darren Randolph\6385ebfb,ie IRL,GK,West Ham,33,1987,3.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,Matches
390,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,22,1997,32.4,4,0,0,25,56,27,43,10,10,2,0,0,142,23,22,51.1,Matches
391,Tim Ream\28b40c9c,us USA,DF,Fulham,32,1987,7.0,0,0,0,4,0,0,0,4,4,0,0,0,63,11,9,55.0,Matches
392,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,26,1994,19.3,1,0,0,37,21,4,34,18,17,0,1,0,121,11,37,22.9,Matches
393,Harrison Reed\803ae100,eng ENG,MF,Fulham,25,1995,25.0,5,0,0,50,29,1,13,54,42,0,0,0,329,28,28,50.0,Matches
394,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,23,1996,24.9,5,0,0,30,28,1,59,35,27,1,1,1,215,30,31,49.2,Matches
395,Bobby Reid\0f7533cd,jm JAM,MFDF,Fulham,27,1993,26.4,7,0,0,43,24,4,35,17,20,1,0,0,157,26,41,38.8,Matches
396,Declan Rice\1c7012b8,eng ENG,MF,West Ham,21,1999,32.0,2,0,0,26,19,1,29,68,53,0,1,0,315,47,29,61.8,Matches
397,Lewis Richardson\4fa62ae4,eng ENG,FWMF,Burnley,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
398,Richarlison\fa031b34,br BRA,FW,Everton,23,1997,31.8,4,1,0,36,81,25,23,20,30,1,0,0,186,42,81,34.1,Matches
399,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,23,1996,20.2,4,0,0,25,9,0,5,24,21,0,0,0,160,14,15,48.3,Matches
400,Matt Ritchie\71ef519e,sct SCO,DFMF,Newcastle Utd,30,1989,15.0,2,0,0,14,20,1,59,23,9,1,0,1,103,15,21,41.7,Matches
401,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,21,1999,14.9,3,0,0,27,34,9,9,9,8,0,0,0,100,20,24,45.5,Matches
402,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,26,1994,37.6,2,0,0,23,17,8,147,34,28,0,1,0,380,39,27,59.1,Matches
403,Antonee Robinson\289601e6,us USA,DF,Fulham,22,1997,24.0,4,1,0,21,15,1,93,44,27,0,0,0,219,39,28,58.2,Matches
404,Callum Robinson\e75750a3,ie IRL,FWMF,West Brom,25,1995,17.3,0,0,0,6,21,8,35,14,7,2,0,0,104,13,50,20.6,Matches
405,Jack Robinson\7399c7a8,eng ENG,DF,Sheffield Utd,26,1993,9.7,3,0,0,11,7,0,11,17,10,1,1,0,91,28,24,53.8,Matches
406,Hal Robson-Kanu\fb2dec57,wls WAL,FWMF,West Brom,31,1989,6.2,2,0,0,16,12,4,3,4,3,0,0,0,26,7,29,19.4,Matches
407,Marek Rodák\17acc2ed,sk SVK,GK,Fulham,23,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
408,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,22,1997,8.1,0,0,0,3,9,1,0,13,9,0,0,0,73,24,11,68.6,Matches
409,Rodri\6434f10d,es ESP,MF,Manchester City,24,1996,30.5,6,0,0,57,38,3,12,40,60,0,0,0,417,91,28,76.5,Matches
410,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,29,1991,14.3,3,0,0,24,17,3,20,9,13,0,1,0,101,25,34,42.4,Matches
411,James Rodríguez\715bf047,co COL,FWMF,Everton,29,1991,19.6,4,0,0,21,54,6,35,16,14,1,0,0,141,5,15,25.0,Matches
412,Jay Rodriguez\4ab53cdb,eng ENG,FWMF,Burnley,31,1989,14.1,3,0,0,39,20,15,4,4,14,0,0,0,69,46,85,35.1,Matches
413,Oriol Romeu\4b511457,es ESP,MF,Southampton,28,1991,19.6,6,0,0,40,28,0,5,27,35,0,0,0,279,35,28,55.6,Matches
414,John Ruddy\da8b19e2,eng ENG,GK,Wolves,33,1986,1.0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,,Matches
415,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,27,1993,19.0,0,0,0,17,13,1,1,15,18,0,0,1,162,50,16,75.8,Matches
416,Mathew Ryan\4535e4bb,au AUS,GK,Arsenal,28,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0.0,Matches
417,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,28,1992,11.0,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,,Matches
418,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,23,1997,17.3,0,0,0,10,54,5,21,9,11,0,1,0,100,5,13,27.8,Matches
419,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,30,1990,26.7,2,0,0,33,12,1,17,39,18,0,2,0,219,89,53,62.7,Matches
420,Bukayo Saka\bc7dc64d,eng ENG,FWDF,Arsenal,18,2001,28.4,1,0,0,29,75,15,82,27,19,1,0,1,176,15,43,25.9,Matches
421,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,30,1990,3.1,0,0,0,2,0,0,0,0,2,0,1,0,17,5,8,38.5,Matches
422,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,28,1992,34.2,0,0,0,23,32,13,47,9,13,2,0,0,191,21,52,28.8,Matches
423,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,21,1999,9.4,1,0,0,12,4,0,2,26,19,0,0,0,75,26,18,59.1,Matches
424,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,24,1996,16.5,1,0,0,25,12,0,0,14,25,0,3,1,153,50,30,62.5,Matches
425,Robert Sánchez\6a713852,es ESP,GK,Brighton,22,1997,27.0,2,0,0,2,5,0,0,0,0,0,1,0,134,1,1,50.0,Matches
426,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,25,1994,3.3,3,0,0,8,9,2,8,7,5,0,0,0,31,5,4,55.6,Matches
427,Romaine Sawyers\77bb1522,kn SKN,MF,West Brom,28,1991,16.5,2,0,0,31,18,0,5,22,19,0,0,1,176,13,6,68.4,Matches
428,Dane Scarlett\21945a9e,eng ENG,FW,Tottenham,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
429,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,28,1991,13.8,4,1,0,22,15,1,3,22,9,0,0,0,123,20,25,44.4,Matches
430,Jeffrey Schlupp\3312f911,gh GHA,MF,Crystal Palace,27,1992,15.9,3,0,0,34,26,0,27,21,20,0,0,0,116,32,43,42.7,Matches
431,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,33,1986,38.0,0,0,0,0,3,0,0,0,0,0,0,1,161,0,0,,Matches
432,Nélson Semedo\d04b94db,pt POR,DF,Wolves,26,1993,33.1,5,0,0,47,44,2,48,45,53,0,1,1,263,43,42,50.6,Matches
433,Femi Seriki\e4e0deaa,eng ENG,DF,Sheffield Utd,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
434,Jamie Shackleton\8d03ca5a,eng ENG,MFDF,Leeds United,20,1999,5.1,0,0,0,5,2,1,2,6,5,0,0,0,36,4,6,40.0,Matches
435,Xherdan Shaqiri\6421ec64,ch SUI,MFFW,Liverpool,28,1991,6.2,2,0,0,12,7,0,11,4,4,0,0,0,61,3,7,30.0,Matches
436,Billy Sharp\e8c9f4e9,eng ENG,FW,Sheffield Utd,34,1986,8.2,1,0,0,19,15,11,7,3,5,0,0,0,26,13,36,26.5,Matches
437,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,25,1995,29.5,8,0,0,50,31,3,92,29,44,0,0,1,267,34,36,48.6,Matches
438,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,28,1992,29.1,7,0,0,40,11,0,37,43,25,0,0,0,244,34,26,56.7,Matches
439,Shola Shoretire\00f0482f,eng ENG,FW,Manchester Utd,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
440,Gylfi Sigurðsson\76dd1480,is ISL,MF,Everton,30,1989,25.0,2,0,0,31,22,0,31,31,21,0,0,0,176,8,12,40.0,Matches
441,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,25,1994,22.9,5,0,0,21,34,3,27,21,21,0,0,0,137,10,29,25.6,Matches
442,Fábio Silva\e7aa9d7c,pt POR,FW,Wolves,18,2002,15.2,2,0,0,25,25,5,6,5,6,1,0,0,67,32,76,29.6,Matches
443,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,35,1984,21.5,5,1,1,13,14,0,1,28,13,0,0,0,227,55,20,73.3,Matches
444,Moussa Sissoko\2acd49b9,fr FRA,MF,Tottenham,30,1989,17.6,3,0,0,26,12,0,10,16,20,0,0,0,183,17,24,41.5,Matches
445,Islam Slimani\ffec9769,dz ALG,FW,Leicester City,32,1988,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,75.0,Matches
446,William Smallbone\5e105217,ie IRL,MF,Southampton,20,2000,1.9,0,0,0,4,2,0,2,1,4,0,0,0,12,3,4,42.9,Matches
447,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,20,2000,16.0,0,0,0,7,21,4,19,14,8,0,0,0,106,8,9,47.1,Matches
448,Robert Snodgrass\9f4647e9,sct SCO,MFFW,West Brom,32,1987,5.8,2,0,0,12,13,1,5,4,12,0,0,0,55,10,13,43.5,Matches
449,Robert Snodgrass\9f4647e9,sct SCO,FWDF,West Ham,32,1987,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
450,Cédric Soares\839c14e1,pt POR,DF,Arsenal,28,1991,8.3,1,0,0,8,4,0,29,8,10,0,0,0,69,10,14,41.7,Matches
451,Tomáš Souček\6613c819,cz CZE,MF,West Ham,25,1995,38.0,7,1,0,88,50,3,10,55,50,0,1,1,463,228,134,63.0,Matches
452,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,24,1996,20.2,2,0,0,20,16,0,8,27,16,0,0,0,186,62,37,62.6,Matches
453,Zack Steffen\42130443,us USA,GK,Manchester City,25,1995,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
454,Dale Stephens\653ee42d,eng ENG,MF,Burnley,31,1989,2.9,1,0,0,8,2,0,0,3,4,0,0,0,49,5,4,55.6,Matches
455,Jack Stephens\6adbc307,eng ENG,DF,Southampton,26,1994,17.1,2,0,0,10,9,0,0,25,19,0,0,0,175,26,18,59.1,Matches
456,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,25,1994,28.2,4,0,0,39,54,9,34,14,18,2,0,0,123,5,26,16.1,Matches
457,Enda Stevens\17d4507a,ie IRL,DF,Sheffield Utd,30,1990,30.0,6,0,0,44,12,3,55,47,23,0,0,0,268,38,39,49.4,Matches
458,John Stones\5eecec3d,eng ENG,DF,Manchester City,26,1994,21.5,0,1,0,6,14,1,1,20,12,0,0,0,177,46,15,75.4,Matches
459,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,20,1999,23.1,3,0,0,29,7,0,1,41,29,0,1,0,228,51,45,53.1,Matches
460,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,21,1999,5.4,2,0,0,12,8,0,4,2,4,0,0,0,50,11,9,55.0,Matches
461,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,24,1995,37.8,7,0,0,36,30,0,98,47,57,0,1,0,355,84,54,60.9,Matches
462,James Tarkowski\15ea812b,eng ENG,DF,Burnley,27,1992,36.0,6,0,0,35,33,3,5,57,42,0,0,0,358,184,62,74.8,Matches
463,Percy Tau\4d0eb7d2,za RSA,FWMF,Brighton,26,1994,1.1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,5,0.0,Matches
464,Sidnei Tavares\3add8ed8,pt POR,MF,Leicester City,18,2001,0.9,0,0,0,1,4,0,0,1,0,0,0,0,4,1,1,50.0,Matches
465,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,26,1993,27.0,1,0,0,11,44,0,76,28,25,0,0,0,250,46,26,63.9,Matches
466,Neil Taylor\c2f9d19f,wls WAL,DF,Aston Villa,31,1989,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
467,Allan Tchaptchet\ab7d7882,fr FRA,DF,Southampton,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
468,Nathan Tella\f1e94cd6,eng ENG,FWMF,Southampton,21,1999,8.3,2,0,0,19,26,5,12,9,8,1,0,0,58,3,18,14.3,Matches
469,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,27,1992,7.7,0,0,0,5,7,1,27,12,6,0,0,0,59,11,10,52.4,Matches
470,Kenny Tete\77d7c96f,nl NED,DF,Fulham,24,1995,16.5,3,0,0,35,20,2,61,29,29,0,1,0,151,27,24,52.9,Matches
471,William Thomas Fish\b2ee9d2c,eng ENG,DF,Manchester Utd,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
472,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,19,2001,10.8,2,0,0,11,18,0,8,16,8,1,0,0,82,18,27,40.0,Matches
473,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,23,1997,37.3,6,0,0,54,69,0,45,36,56,0,0,0,412,37,35,51.4,Matches
474,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,23,1997,25.5,4,0,0,16,22,0,101,20,17,1,0,0,211,19,45,29.7,Matches
475,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,31,1989,6.1,1,0,0,4,1,0,0,5,4,0,1,0,41,14,10,58.3,Matches
476,Fikayo Tomori\7edfbb8a,eng ENG,DF,Chelsea,22,1997,0.5,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,,Matches
477,Ferrán Torres\9e1035f8,es ESP,FWMF,Manchester City,20,2000,14.5,1,0,0,19,19,5,28,7,8,1,0,0,66,13,23,36.1,Matches
478,Cenk Tosun\9a104dee,tr TUR,FW,Everton,29,1991,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
479,Andros Townsend\b28bbd58,eng ENG,MFFW,Crystal Palace,29,1991,25.1,0,0,0,36,64,2,89,48,36,0,0,0,203,5,24,17.2,Matches
480,Conor Townsend\4dc4f138,eng ENG,DF,West Brom,27,1993,24.8,0,0,0,17,29,2,52,40,32,0,2,0,187,45,35,56.3,Matches
481,Adama Traoré\9a28eba4,es ESP,FW,Wolves,24,1996,29.4,4,0,0,53,104,7,119,11,23,1,0,0,162,78,75,51.0,Matches
482,Bertrand Traoré\c47541e0,bf BFA,FW,Aston Villa,24,1995,25.7,1,0,0,35,46,7,54,23,9,1,0,0,152,31,37,45.6,Matches
483,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,25,1994,13.0,0,0,0,42,21,4,24,11,18,1,0,0,87,29,45,39.2,Matches
484,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,25,1994,29.0,2,0,0,32,38,6,64,24,20,0,0,0,202,6,28,17.6,Matches
485,Kostas Tsimikas\f315ca93,gr GRE,DFFW,Liverpool,24,1996,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
486,Axel Tuanzebe\2baec6ce,eng ENG,DF,Manchester Utd,22,1997,4.5,2,0,0,7,3,0,0,4,5,0,0,1,45,6,7,46.2,Matches
487,Cengiz Ünder\1880614f,tr TUR,MFFW,Leicester City,23,1997,3.1,0,0,0,1,4,2,10,3,3,0,0,0,22,0,3,0.0,Matches
488,Yan Valery\531a4aa8,fr FRA,DFMF,Southampton,21,1999,1.1,0,0,0,2,1,0,2,3,2,0,0,0,13,1,3,25.0,Matches
489,Jamie Vardy\45963054,eng ENG,FW,Leicester City,33,1987,31.6,1,0,0,27,27,36,24,8,8,5,0,0,83,56,68,45.2,Matches
490,Joël Veltman\dad4b285,nl NED,DF,Brighton,28,1992,25.3,3,0,0,42,43,0,52,35,41,0,0,0,274,48,35,57.8,Matches
491,Jannik Vestergaard\1900032e,dk DEN,DF,Southampton,27,1992,28.6,3,1,0,22,12,0,2,38,37,1,0,0,309,108,46,70.1,Matches
492,Rúben Vinagre\b937e490,pt POR,DF,Wolves,21,1999,1.9,0,0,0,2,0,0,4,1,3,0,0,0,19,3,3,50.0,Matches
493,Carlos Vinícius\8b529245,br BRA,FW,Tottenham,25,1995,3.4,2,0,0,11,5,2,2,1,0,0,0,0,10,11,20,35.5,Matches
494,João Virgínia\728e9b2e,pt POR,GK,Everton,20,1999,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
495,Vitinha\3b029691,pt POR,MF,Wolves,20,2000,5.8,0,0,0,12,9,1,3,4,7,0,0,0,36,0,2,0.0,Matches
496,Jake Vokins\d484c261,eng ENG,DF,Southampton,20,2000,0.7,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,,Matches
497,Matěj Vydra\0d4ceb32,cz CZE,FW,Burnley,28,1992,15.2,0,0,0,7,15,12,6,5,6,0,0,0,49,31,97,24.2,Matches
498,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,31,1989,18.0,0,0,0,16,32,8,34,9,18,0,0,0,115,8,29,21.6,Matches
499,Theo Walcott\1ecb65be,eng ENG,FW,Everton,31,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
500,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,30,1990,21.6,1,0,0,25,15,1,24,15,27,0,3,0,187,28,14,66.7,Matches
501,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,23,1997,29.4,4,0,0,37,48,7,22,40,43,1,1,0,275,20,39,33.9,Matches
502,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,22,1997,34.0,3,0,0,33,20,1,57,66,52,0,0,0,267,46,35,56.8,Matches
503,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,30,1989,25.1,5,0,0,34,14,1,15,52,26,0,1,0,227,59,42,58.4,Matches
504,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,25,1994,38.0,5,0,0,55,37,0,52,44,57,0,1,0,483,49,64,43.4,Matches
505,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,24,1995,37.0,4,1,1,49,69,30,36,12,22,0,0,0,121,139,178,43.8,Matches
506,Caleb Watts\c7170b46,au AUS,MFFW,Southampton,18,2002,0.4,1,0,0,1,1,0,1,0,1,0,0,0,2,1,3,25.0,Matches
507,Adam Webster\c40b6180,eng ENG,DF,Brighton,25,1995,28.8,4,0,0,25,19,1,2,40,21,0,0,0,320,90,50,64.3,Matches
508,Danny Welbeck\ce5143da,eng ENG,FW,Brighton,29,1990,17.2,0,0,0,21,20,5,5,5,8,2,0,0,61,20,47,29.9,Matches
509,Timo Werner\49fe9070,de GER,FW,Chelsea,24,1996,28.9,2,0,0,32,36,26,48,6,18,5,0,0,144,13,41,24.1,Matches
510,Ashley Westwood\495945ef,eng ENG,MF,Burnley,30,1990,37.9,7,0,0,50,53,0,71,48,14,0,0,0,420,14,31,31.1,Matches
511,Ben White\35e413f1,eng ENG,DFMF,Brighton,22,1997,35.5,5,1,1,39,14,1,19,45,33,0,0,0,302,52,46,53.1,Matches
512,Georginio Wijnaldum\eb58eef0,nl NED,MF,Liverpool,29,1990,32.7,1,0,0,19,34,0,4,25,24,0,0,0,295,37,50,42.5,Matches
